"","county_fips","state","county","coc_number","coc_name","coc_category","est_coc_homeless_2019","primary_care_physicians_rate","pct_in_poverty_in_cnty","additional_bed_capacity_needed","county_pop_2018","coc_pop_2019","pit_count_from_2019","coc_pop_in_pov_2019","observed_unsheltered_homeless","estimated_total_unsheltered","sheltered_homeless_individuals","density_reduction_bed_need","total_new_shelter_beds_required_in_coc","total_beds_required","upenn_cost_of_new_capacity_in_coc","cost_of_quarantine_beds","total_additional_cost","upenn_num_of_hospitalizations_in_cnty","upenn_num_of_critical_cases_in_cnty","upenn_num_of_fatalities_in_cnty"
"438","13091","Georgia","Dodge","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,39,23.5952671512708,8,18847,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"439","13093","Georgia","Dooly","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,7,24.5641964498925,7,12563,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"440","13095","Georgia","Dougherty","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,77,29.4487049963262,53,87104,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,3,1,0
"441","13097","Georgia","Douglas","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,36,13.0584560082164,124,140208,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,6,2,1
"442","13099","Georgia","Early","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,68,28.8463426607756,4,10185,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"443","13101","Georgia","Echols","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,26.8439538384345,2,3986,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"444","13103","Georgia","Effingham","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,25,8.56007705273296,20,58142,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"445","13105","Georgia","Elbert","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,52,19.5381037945249,10,18922,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"446","13107","Georgia","Emanuel","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,44,26.9880073800738,6,21680,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"447","13109","Georgia","Evans","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,28,27.2638181105449,11,10204,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"448","13111","Georgia","Fannin","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,43,13.5209892613082,11,24584,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"449","13113","Georgia","Fayette","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,110,5.60064420980248,101,110523,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,5,2,1
"450","13115","Georgia","Floyd","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,124,19.0616943009094,35,92699,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"451","13117","Georgia","Forsyth","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,39,5.87158559742916,134,219072,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,6,2,1
"452","13119","Georgia","Franklin","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,26,24.7980650755259,16,21913,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"453","13121","Georgia","Fulton","GA-500","Atlanta","Major City CoC",0.800825618836533,109,15.0991064553096,2140,989542,468305,3217,94155,719,1006.6,2001,1000.5,2007,5014.7,50177500,9022800,59200300,140,47,23
"454","13121","Georgia","Fulton","GA-502","Fulton County","Largely Suburban CoC",0.107355189400374,109,15.0991064553096,2140,989542,588700,632,60049,76,106.4,330,165,271,707.8,6785000,1309200,8094200,140,47,23
"455","13123","Georgia","Gilmer","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,52,16.3250168577208,12,29660,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"456","13125","Georgia","Glascock","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,33,18.3185235816815,4,2926,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"457","13127","Georgia","Glynn","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,52,18.2926829268293,26,82574,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"458","13129","Georgia","Gordon","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,46,20.0271022038371,29,56084,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"459","13131","Georgia","Grady","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,48,23.450572658598,10,24622,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"460","13133","Georgia","Greene","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,52,22.2566424401287,7,16786,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"461","13135","Georgia","Gwinnett","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,63,11.3680612304134,347,895764,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,17,6,3
"462","13137","Georgia","Habersham","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,49,14.4972402207823,29,41670,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"463","13139","Georgia","Hall","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,54,14.6006589089334,79,193957,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,4,1,1
"464","13141","Georgia","Hancock","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,12,24.1285956006768,4,5910,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"465","13143","Georgia","Haralson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,44,15.5414191825115,19,28453,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"466","13145","Georgia","Harris","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,35,6.84777999878854,13,33018,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"467","13147","Georgia","Hart","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,35,17.4020501600421,18,24681,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"468","13149","Georgia","Heard","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,17,15.6342957130359,7,11430,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"469","13151","Georgia","Henry","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,47,10.3809692848918,118,219729,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,6,2,1
"470","13153","Georgia","Houston","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,53,15.6572682039484,69,149528,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,3,1,1
"471","13155","Georgia","Irwin","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,32,26.5048330404218,5,9104,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"472","13157","Georgia","Jackson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,53,11.0175222871196,33,65060,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"473","13159","Georgia","Jasper","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,36,17.8465858705291,7,13532,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"474","13161","Georgia","Jeff Davis","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,27,20.5640029472838,8,14929,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"475","13163","Georgia","Jefferson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,32,24.787498365372,6,15294,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"476","13165","Georgia","Jenkins","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,34,29.2618829981718,4,8752,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"477","13167","Georgia","Johnson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,51,22.6196794395499,6,9421,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"478","13169","Georgia","Jones","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,25,15.0033631890112,14,28247,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"479","13171","Georgia","Lamar","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,43,20.2284515414651,19,17159,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"480","13173","Georgia","Lanier","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,23.8152489730488,9,9981,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"481","13175","Georgia","Laurens","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,89,26.7109835322556,11,46333,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"482","13177","Georgia","Lee","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,68,13.8017521548679,15,28308,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"483","13179","Georgia","Liberty","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,39,16.7545293783991,20,59942,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"484","13181","Georgia","Lincoln","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,25,19.4875776397516,6,7728,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"485","13183","Georgia","Long","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,19.9921970794783,7,17942,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"486","13185","Georgia","Lowndes","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,59,25.1805789387932,40,110478,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"487","13187","Georgia","Lumpkin","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,37,17.1912357121803,20,30533,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"488","13193","Georgia","Macon","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,8,27.2086956521739,7,11500,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"489","13195","Georgia","Madison","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,14,17.4353598881901,19,28620,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"490","13197","Georgia","Marion","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,12,21.0028721876496,4,8356,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"491","13189","Georgia","McDuffie","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,51,24.948132780083,15,21208,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"492","13191","Georgia","McIntosh","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,19.9454140630611,5,13923,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"493","13199","Georgia","Meriwether","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,33,21.4930074936757,8,20951,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"494","13201","Georgia","Miller","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,34,22.9939908094733,4,5658,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"495","13205","Georgia","Mitchell","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,36,24.0117787981633,9,20036,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"496","13207","Georgia","Monroe","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,63,13.9150852611725,13,25979,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"497","13209","Georgia","Montgomery","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,20.6682867557716,7,8230,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"498","13211","Georgia","Morgan","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,54,10.5460655278633,9,17855,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"499","13213","Georgia","Murray","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,18,15.4218782038138,22,39016,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"500","13215","Georgia","Muscogee","GA-505","Columbus-Muscogee","Other Largely Urban CoC",0.134273061029141,102,21.1477381844274,155,189538,254883,278,51574,52,72.8,165,82.5,155,393.1,3882500,713400,4595900,10,3,2
"501","13217","Georgia","Newton","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,28,17.9130898224109,67,105074,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,3,1,1
"502","13219","Georgia","Oconee","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,139,5.887471786365,33,36773,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"503","13221","Georgia","Oglethorpe","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,7,15.1252474233841,6,14651,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"504","13223","Georgia","Paulding","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,16,9.43185342154228,85,154784,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,4,1,1
"505","13225","Georgia","Peach","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,26,21.5129269071178,34,25064,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"506","13227","Georgia","Pickens","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,41,9.57206839059793,24,30589,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"507","13229","Georgia","Pierce","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,26,21.6659655027345,10,19016,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"508","13231","Georgia","Pike","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,22,13.1036430386896,15,17705,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"509","13233","Georgia","Polk","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,29,17.8997497388051,25,41157,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"510","13235","Georgia","Pulaski","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,71,25.8649093904448,9,9712,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"511","13237","Georgia","Putnam","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,37,15.9909591750247,11,21237,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"512","13239","Georgia","Quitman","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,22.7152899824253,3,2276,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"513","13241","Georgia","Rabun","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,60,19.3622433153421,8,16119,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"514","13243","Georgia","Randolph","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,28,36.9894982497083,3,6856,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"515","13245","Georgia","Richmond","GA-504","Augusta-Richmond County","Other Largely Urban CoC",0.215034416839554,98,23.4195843904167,309,191959,201463,384,44956,161,225.4,167,83.5,308,701.3,7722500,1177200,8899700,17,6,3
"516","13247","Georgia","Rockdale","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,73,15.2273760800364,121,87960,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,6,2,1
"517","13249","Georgia","Schley","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,21.3202840145845,6,5211,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"518","13251","Georgia","Screven","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,14,22.3470661672909,4,13617,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"519","13253","Georgia","Seminole","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,121,24.4031193761248,6,8335,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"520","13255","Georgia","Spalding","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,46,21.603128054741,60,63426,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,3,1,0
"521","13257","Georgia","Stephens","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,66,16.1663842491729,27,24786,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"522","13259","Georgia","Stewart","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,33,36.986986986987,2,3996,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"523","13261","Georgia","Sumter","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,67,27.7974253784128,13,28276,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"524","13263","Georgia","Talbot","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,32,19.0506329113924,3,6320,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"525","13265","Georgia","Taliaferro","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,0,28.0385078219013,2,1662,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"526","13267","Georgia","Tattnall","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,28,22.5194859911523,10,18988,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"527","13269","Georgia","Taylor","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,26.2870611586652,4,8061,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"528","13271","Georgia","Telfair","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,25,28.1544329415428,7,12847,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"529","13273","Georgia","Terrell","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,31.8763952532017,5,8511,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"530","13275","Georgia","Thomas","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,96,20.8380856790912,15,43838,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"531","13277","Georgia","Tift","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,86,24.6989202657807,28,38528,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"532","13279","Georgia","Toombs","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,100,23.719150851399,14,26662,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"533","13281","Georgia","Towns","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,96,15.8363326387573,11,10558,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"534","13283","Georgia","Treutlen","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,21.1616318903768,6,6422,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"535","13285","Georgia","Troup","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,53,20.4888379069973,28,67998,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"536","13287","Georgia","Turner","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,13,35.2561569866983,6,7593,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"537","13289","Georgia","Twiggs","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,12,26.0636352553944,5,8203,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"538","13291","Georgia","Union","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,81,14.3967997123337,12,22248,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"539","13293","Georgia","Upson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,54,22.2743075901402,16,25599,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"540","13295","Georgia","Walker","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,17,17.6886722349374,29,67286,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"541","13297","Georgia","Walton","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,26,12.9364650827934,48,88896,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,2,1,0
"542","13299","Georgia","Ware","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,72,23.7471180681956,8,32964,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"543","13301","Georgia","Warren","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,57,26.3137924492506,4,5271,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"544","13303","Georgia","Washington","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,64,26.6308724832215,6,18625,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"545","13305","Georgia","Wayne","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,40,19.6044084373403,9,27402,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"546","13307","Georgia","Webster","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,NA,25.3067484662577,3,2608,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"547","13309","Georgia","Wheeler","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,13,26.7667576584774,5,6594,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"548","13311","Georgia","White","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,24,13.7502632133081,21,28494,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,1,0,0
"549","13313","Georgia","Whitfield","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,54,17.7817880310199,66,102515,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,3,1,1
"550","13315","Georgia","Wilcox","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,11,22.0047449584816,5,6744,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"551","13317","Georgia","Wilkes","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,40,23.8919029583376,4,9769,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"552","13319","Georgia","Wilkinson","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,33,25.0167448091092,4,8958,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"553","13321","Georgia","Worth","GA-501","Georgia Balance of State","Largely Rural CoC",0.0796171781809671,29,20.7919824003911,7,20455,6973942,4183,1099489,2262,3166.8,799,399.5,3566,7532.1,89157500,11897400,101054900,0,0,0
"554","15001","Hawaii","Hawaii","HI-500","Hawaii Balance of State","Largely Rural CoC",0.583225161015857,79,16.613899653588,439,194566,427855,1995,53510,1237,1731.8,251,125.5,1857,3840.1,46432500,5948400,52380900,20,7,3
"555","15003","Hawaii","Honolulu","HI-501","Honolulu City and County","Largely Suburban CoC",0.543493112738645,90,8.72239818602077,3856,955689,946802,4417,78428,2403,3364.2,983,491.5,3855,8202.9,96392500,13041600,109434100,188,63,30
